CENTRO_POBLADO;LATITUD;LONGITUD;3G;4G;VOZ;SMS;MMS;CANT_EB_3G;CANT_EB_4G
EL OLIVO;-7.83413;-77.87805;1;0;1;1;1;0;0
CARRIZO;-7.84039;-77.85564;1;0;1;1;1;0;0
PUEBLO NUEVO;-7.65267;-77.82238;1;0;1;1;1;0;0
LA TUNA;-7.82178;-77.71594;1;0;1;1;1;0;0
COLPANA;-7.84473;-77.71643;1;0;1;1;1;0;0
CURGOS;-7.860264341;-77.94356798;1;1;1;1;1;0;0
DESVIO DE CURGOS;-7.80742;-77.99294;1;0;1;1;1;0;0
COLLASGON;-7.81621;-77.96845;1;0;1;1;1;0;0
ANAMUALLE;-7.80425;-77.92599;0;1;0;0;0;0;0
CHIQUICHAL;-7.81426;-77.92279;0;1;0;0;0;0;0
QUEROBAL;-7.83967;-77.93814;1;1;1;1;1;0;0
CANLLEPATA;-7.8153;-77.90819;1;0;1;1;1;0;0
CANDURCO;-7.82889;-77.91697;1;1;1;1;1;0;0
PORVENIR;-7.8322207;-77.94368;1;1;1;1;1;0;0
CUYPAMPA;-7.83123;-77.97664;1;0;1;1;1;0;0
LADERA GRANDE;-7.83681;-77.9573;1;1;1;1;1;0;0
SAN LORENZO;-7.83691;-77.94982;1;1;1;1;1;0;0
CORRAL COLORADO;-7.84431;-77.94001;1;1;1;1;1;0;0
CONDORPINA;-7.845666667;-77.94851;1;1;1;1;1;0;0
PILANCON;-7.8386;-77.94146;1;1;1;1;1;0;0
CUYUMALCA;-7.83656;-77.91881;1;0;1;1;1;0;0
PAMPA GRANDE;-7.84723;-77.95923;1;1;1;1;1;0;0
RINCONADA;-7.84835;-77.96994;1;1;1;1;1;0;0
SHANGAL;-7.86788;-77.98826;0;1;0;0;0;0;0
RAYAMBAL;-7.86188;-77.95614;0;1;0;0;0;1;1
PAMPITAS;-7.83078;-77.93252;1;1;1;1;1;0;0
QUEROBAL GRANDE;-7.83623;-77.93786;1;1;1;1;1;0;0
DESVIO CRUZ VERDE;-7.83383;-77.96843;1;1;1;1;1;0;0
CERRO GRANDE;-7.86754;-77.9521;1;1;1;1;1;0;0
QUISUARPAMPA;-7.7989;-77.91214;1;1;1;1;1;0;0
SANTA ROSA DE CASHAHUATE;-7.65153;-77.85811;1;0;1;1;1;0;0
SHAGARIPE;-7.68487;-78.00619;0;1;0;0;0;0;0
CHACO;-7.69825;-78.04864;1;0;1;1;1;0;0
CHIMINPAMPA;-7.69008;-78.05695;1;0;1;1;1;0;0
TANTADAY;-7.69663;-78.06979;1;1;1;1;1;0;0
YANAYACO;-7.69746;-78.07334;1;0;1;1;1;0;0
EL OLIVO;-7.7022;-78.06843;1;0;1;1;1;0;0
NARANJOPAMPA;-7.69707;-78.05816;1;0;1;1;1;0;0
MOLLEBAMBA;-7.69966;-78.05466;1;0;1;1;1;0;0
CHACOPAMBA;-7.69567;-78.05136;1;1;1;1;1;0;0
TANGAR;-7.70254;-78.02633;1;1;1;1;1;0;0
POTRERO;-7.71315;-78.04758;1;0;1;1;1;0;0
EL POROTO;-7.6976;-78.03272;1;1;1;1;1;0;0
RETAMA;-7.69666;-78.03649;1;1;1;1;1;0;0
ANTILOMA;-7.693736667;-78.01000833;1;0;1;1;1;0;0
SAN MIGUEL;-7.69839;-78.01876;1;1;1;1;1;0;0
MARCABALITO;-7.70447;-78.01573;1;1;1;1;1;0;0
ALISOPAMPA;-7.70681;-78.02592;1;1;1;1;1;0;0
CANOCOCHO;-7.70923;-78.03069;1;1;1;1;1;0;0
TOTORA;-7.71216;-78.02069;1;1;1;1;1;0;0
CHINCHANGO;-7.71285;-78.00819;1;1;1;1;1;0;0
JALCA;-7.71175;-77.96231;0;1;0;0;0;0;0
HABAS HORCO;-7.7144;-78.01668;1;1;1;1;1;0;0
TRANCAPAMPA;-7.71133;-78.02622;1;1;1;1;1;0;0
COMADAY;-7.71524;-78.03379;1;1;1;1;1;0;0
ISCAYCHACA;-7.70869;-78.04711;1;0;1;1;1;0;0
HUBILLAS;-7.70236;-78.04706;1;0;1;1;1;0;0
LA CAPILLA;-7.7199;-78.01315;1;1;1;1;1;0;0
CHUNGAL MAJADA;-7.72116;-77.9805;1;1;1;1;1;0;0
CHAQUILBAMBA;-7.72778;-77.9978;1;1;1;1;1;0;0
CUSHURO DE PAMPATAC;-7.74398;-77.96265;1;0;1;1;1;0;0
AGOCASH;-7.74285;-77.97486;1;0;1;1;1;1;0
QUEBRADA HONDA;-7.74286;-78.01611;1;0;1;1;1;0;0
CHOROBAMBA;-7.73284;-78.04436;0;1;0;0;0;0;0
SAN FERNANDO;-7.73959;-78.02469;1;1;1;1;1;0;0
LOCABAMBITA;-7.70156;-78.00535;0;1;0;0;0;0;0
QUERQUER;-7.69416;-78.01008;0;1;0;0;0;0;0
PATA;-7.68643;-77.99306;0;1;0;0;0;0;0
EL DESVIO;-7.70757;-78.02213;1;1;1;1;1;0;0
RAYAMI;-7.71919;-78.04415;1;1;1;1;1;0;0
PALO BLANCO;-7.70734;-77.99139;1;1;1;1;1;0;0
CHONSHORCO;-7.72353;-78.01599;1;0;1;1;1;1;1
PUSHIGUIL;-7.73493;-77.96326;0;1;0;0;0;0;0
MANGAMACHAY;-7.70372;-78.00707;0;1;0;0;0;0;0
VILCABAMBA;-7.71703;-78.00903;1;1;1;1;1;0;0
HUASHASHORCO;-7.6514;-77.85379;1;0;1;1;1;0;0
QUEBRADA NEGRA;-7.70171;-78.0336;1;0;1;1;1;0;0
YANAPALPA (YANALPA);-7.69869;-78.08588;1;0;1;1;1;0;0
VILCAS;-7.69598;-78.08875;1;0;1;1;1;0;0
CHUNCHUQUILCA;-7.73109;-78.09702;0;1;0;0;0;0;0
MOCCHACAULLA;-7.676;-78.1087;1;1;1;1;1;0;0
RAYAMPAMPA;-7.7274;-78.10331;0;1;0;0;0;0;0
CHINDAHUILCA;-7.74796;-78.13706;0;1;0;0;0;0;0
SARIN;-7.91135;-77.90576;1;0;1;1;1;0;0
TUNGUAL;-7.8420719;-77.89921;1;1;1;1;1;0;0
EL CALVARIO;-7.84134;-77.89463;1;0;1;1;1;0;0
LIC LIC;-7.84551;-77.89134;1;0;1;1;1;0;0
CERRO GRANDE;-7.87297;-77.90855;0;1;0;0;0;0;0
CEBADAPAMPA;-7.88864;-77.90977;0;1;0;0;0;0;0
MOYAN;-7.880553333;-77.92163333;1;1;1;1;1;0;0
OLLOCOPAMPA;-7.87677;-77.9077;0;1;0;0;0;0;0
EL ALIZO;-7.88995;-77.90054;0;1;0;0;0;0;0
CUYPISH;-7.89685;-77.91144;0;1;0;0;0;0;0
URUSCHUGO;-7.8934;-77.93034;0;1;0;0;0;0;0
CANDOVAL;-7.90227;-77.90723;0;1;0;0;0;0;0
CHURGES;-7.919419976;-77.90329999;1;1;1;1;1;0;0
CHIMINA;-7.91669;-77.91253;1;1;1;1;1;0;0
MUNDO NUEVO;-7.90939;-77.90975;1;0;1;1;1;0;0
URUSPAMPA;-7.91424;-77.92993;0;1;0;0;0;0;0
LICAME;-7.919949976;-77.91470999;0;1;0;0;0;0;0
QUISIRIA;-7.9237207;-77.90791;0;1;0;0;0;0;0
TORTOBAMBA;-7.92855;-77.90861;0;1;0;0;0;0;0
CACHUARA;-7.9244297;-77.89525;1;0;1;1;1;0;0
GOMISPAMPA;-7.92877;-77.89891;1;1;1;1;1;0;0
CONTINGO;-7.93218;-77.87418;0;1;0;0;0;0;0
LLANTEN;-7.95071;-77.87424;1;0;1;1;1;0;0
HUAYRAURO;-7.94432;-77.87953;1;1;1;1;1;0;0
CAYBAS;-7.8513571;-77.88939424;1;1;1;1;1;0;0
MARANPAMPA;-7.8544206;-77.89639649;1;1;1;1;1;0;0
GUAGALLE;-7.85004423;-77.89820174;1;1;1;1;1;0;0
MACHAY;-7.887486667;-77.91715833;0;1;0;0;0;0;0
HUARAUYA;-7.88163;-77.90327;0;1;0;0;0;0;0
TAULLEVARA;-7.88374248;-77.87243561;1;1;1;1;1;0;0
CURIQUINGA;-7.8894;-77.86776;1;0;1;1;1;0;0
CORRAPORCO;-7.9255;-77.8837;1;1;1;1;1;0;0
ARAKUMARKA;-7.93384;-77.8718;0;1;0;0;0;0;0
CORRAL REDONDO;-7.88166;-77.88566;0;1;0;0;0;0;0
LA GRANJA;-7.88412;-77.91399;1;1;1;1;1;0;0
EL MIRADOR;-7.91638;-77.90154;1;0;1;1;1;0;0
SANTO TORIBIO;-7.93028;-77.93503;0;1;0;0;0;0;0
PAICAY;-7.94726;-77.94423;0;1;0;0;0;0;0
ALTO TRUJILLO;-7.94346;-77.93098;0;1;0;0;0;0;0
OROGOLL;-7.89705;-77.90313;1;1;1;1;1;1;0
LLOQUE BLANCO;-7.574453333;-77.81647167;1;1;1;1;1;0;0
SAN ALFONSO;-7.57865;-77.81728;1;1;1;1;1;0;0
CANTA GALLO;-7.608565;-77.810415;1;0;1;1;1;0;0
MARCABAL GRANDE;-7.61452;-77.82147;1;1;1;1;1;0;0
PUCABAMBA;-7.62083;-77.822215;1;0;1;1;1;0;0
LA TUNA;-7.62558;-77.82673;1;0;1;1;1;0;0
LA ESPERANZA;-7.70862;-77.691292;1;0;1;1;1;0;0
LA JALCA;-7.57434;-77.81;1;0;1;1;1;0;0
CARDONAL;-7.581533333;-77.826485;0;1;0;0;0;0;0
SACAY;-7.58874;-77.81161;1;1;1;1;1;0;0
TAYANGO;-7.60068;-77.80634;0;1;0;0;0;0;0
SECTOR CENTRO;-7.60285;-77.80959;0;1;0;0;0;1;1
SECTOR HUALANGO;-7.60904;-77.82132;1;1;1;1;1;0;0
MANZANO;-7.592663333;-77.82789;1;0;1;1;1;0;0
SECTOR CORRALES;-7.601100902;-77.81423665;0;1;0;0;0;0;0
SECTOR NARANJO;-7.598353867;-77.80874848;0;1;0;0;0;0;0
SANTIAGO DE CHUCO;-8.145373448;-78.17326276;1;1;1;1;1;3;3
MUYCAN;-8.11997;-78.17548;1;0;1;1;1;0;0
URUMACA;-8.12656;-78.1663;1;1;1;1;1;0;0
CUNGUAY;-8.16684;-78.17952;1;1;1;1;1;0;0
QUERQUERBALL;-8.17383;-78.18637;0;1;0;0;0;0;0
SURUVARA;-8.17754;-78.22081;1;0;1;1;1;1;0
LA CUCHILLA;-8.19356;-78.21344;1;0;1;1;1;0;0
CUSHURO;-8.20857;-78.19842;1;0;1;1;1;0;0
ANGASMARCA;-8.132737347;-78.05562855;1;1;1;1;1;0;0
UCUMAL;-8.0859;-78.01714;0;1;0;0;0;0;0
HUACASCORRAL;-8.10582;-78.04555;1;0;1;1;1;0;0
CRUZ DE CHUCA;-8.11721;-78.06304;1;1;1;1;1;0;0
HUAYLACA;-8.11291;-78.0727;1;1;1;1;1;0;0
CHUSGON;-8.10853;-78.07087;1;1;1;1;1;0;0
TOTOROPAMPA;-8.12082;-78.04912;1;1;1;1;1;0;0
CULISCANRRA;-8.12859;-78.08572;1;0;1;1;1;0;0
LACAPAMBA;-8.11963;-78.07355;1;0;1;1;1;1;1
MULLIPAMPA;-8.14972;-78.03931;1;1;1;1;1;0;0
PAMPA LARCO;-8.09918;-78.02788;0;1;0;0;0;0;0
CACHICADAN;-8.094632536;-78.14893176;1;1;1;1;1;0;0
HUALANGABAL;-8.05328;-78.07708;0;1;0;0;0;0;0
HUACAS;-8.06674;-78.15352;1;1;1;1;1;0;0
HUAGABAL;-8.08123;-78.15644;1;0;1;1;1;0;0
SAN ANTONIO;-8.08443;-78.15252;1;1;1;1;1;0;0
PICOMAS;-8.10105;-78.15829;1;1;1;1;1;0;0
HUACABALI;-8.08385;-78.1485;1;1;1;1;1;1;1
MOLLEBAMBA;-8.1704;-77.9741;1;0;1;1;1;0;0
MIRAFLORES;-8.12798;-77.98773;1;0;1;1;1;0;0
CARRAPAMBA;-8.12589;-77.99243;1;0;1;1;1;0;0
CRUZ COLORADA;-8.145688333;-78.00116167;1;0;1;1;1;0;0
PISCOCHACA;-8.13923;-78.01125;1;1;1;1;1;0;0
SANTA CLARA DE TULPO (TULPO);-8.14816;-77.99521;1;1;1;1;1;0;0
LOMA LA CRUZ;-8.15144;-77.98666;1;0;1;1;1;0;0
PULLUNGO;-8.15307;-77.98077;1;0;1;1;1;0;0
SAVICHUGO;-8.15058;-77.99026;1;0;1;1;1;0;0
LAS PIEDRAS;-8.15292;-77.98774;1;0;1;1;1;0;0
LA COLPA;-8.15909;-77.98878;1;0;1;1;1;0;0
HUALLIO;-8.15429;-77.97904;1;1;1;1;1;0;0
MIRADOR;-8.15819;-77.97061;1;0;1;1;1;0;0
LA ZARZA;-8.15811;-77.97543;1;0;1;1;1;0;0
CALLEJON;-8.16411;-77.96669;1;0;1;1;1;0;0
GRANERO;-8.1666;-77.97067;1;0;1;1;1;0;0
YERBA VERDE;-8.1618;-77.96849;1;0;1;1;1;0;0
EL CASTILLO;-8.16849;-77.96704;1;0;1;1;1;0;0
PALLASQUITA;-8.17575;-77.97129;1;0;1;1;1;0;0
QUEBRADA HONDA;-8.17713;-77.97411;1;0;1;1;1;0;0
FRAILONES;-8.16692;-77.98684;1;0;1;1;1;0;0
CUEVA DEL TUCO;-8.1760391;-77.99175;1;1;1;1;1;0;0
CAYGUYAN;-8.1708808;-78.00642;1;1;1;1;1;0;0
HUAMBO;-8.18275973;-77.98855074;1;1;1;1;1;0;0
MUNGANDA;-8.13481;-77.98582;1;0;1;1;1;0;0
EL CHICHIR;-8.12827;-77.98135;1;0;1;1;1;0;0
EL CHUGAN;-8.15635;-77.97587;1;0;1;1;1;0;0
EL SURO;-8.15522;-77.98516;1;0;1;1;1;1;0
CRUZ DEL MUERTO;-8.16483;-77.98403;1;1;1;1;1;0;0
CHINCHIMAL;-8.17485;-77.97002;1;0;1;1;1;0;0
LOMA LA TRANCA;-8.16867;-77.97506;1;0;1;1;1;0;0
ALTO ZORRILLO;-8.17744135;-77.98562886;1;1;1;1;1;0;0
EL GUACHAQUE;-8.16005;-77.98511;1;0;1;1;1;0;0
LAS MANZANAS;-8.18101;-77.97625;1;0;1;1;1;0;0
PAMPA GRANDE;-8.18378;-77.98212;1;0;1;1;1;0;0
QUICHUA;-8.17987;-77.98838;1;1;1;1;1;0;0
EL POTRERO;-8.18691;-77.98064;1;0;1;1;1;0;0
PAMBACHACRA;-8.1589;-78.02285;1;1;1;1;1;0;0
TULPO;-8.15427;-78.00649;1;0;1;1;1;0;0
MOLLEPATA;-8.19269;-77.95642;1;1;1;1;1;0;0
HUARANA;-8.15704;-77.95347;1;0;1;1;1;0;0
GRANERO;-8.16023;-77.96545;1;1;1;1;1;0;0
LA YEGUADA;-8.16977;-77.95329;1;0;1;1;1;0;0
NOGOL;-8.16548;-77.95023;1;0;1;1;1;0;0
CUNDURMARCA;-8.16842;-77.94294;1;1;1;1;1;0;0
SHIRACBAL;-8.17152;-77.96053;1;0;1;1;1;0;0
SUCCHA;-8.17674;-77.9383;1;1;1;1;1;0;0
YACUANGUNA;-8.18105;-77.95331;1;1;1;1;1;0;0
ZANJAS;-8.17901;-77.96044;1;1;1;1;1;0;0
ARACTULLAN;-8.18446;-77.96234;1;0;1;1;1;0;0
EL ALTO;-8.18955;-77.94916;1;0;1;1;1;0;0
TARGUIBAL;-8.19370448;-77.94570611;1;1;1;1;1;0;0
BELLAVISTA;-8.19649;-77.97556;1;1;1;1;1;0;0
SAMANA;-8.1994902;-77.95836;1;1;1;1;1;0;0
A�IL BAMBA;-8.1941931;-77.96405874;1;1;1;1;1;0;0
MIRAFLORES;-8.16051;-77.95904;1;0;1;1;1;0;0
PIRAS;-8.19582073;-77.96170936;1;1;1;1;1;0;0
QUIRUVILCA;-8.001325772;-78.30884885;1;1;1;1;1;1;1
SHOREY CHICO;-8.016696976;-78.33549085;1;1;1;1;1;0;0
SHOREY GRANDE;-8.012526436;-78.33164562;1;1;1;1;1;1;0
LLARAY;-8.04897;-78.19246;1;0;1;1;1;0;0
CHORPAMPA;-8.05927;-78.17433;1;0;1;1;1;0;0
PASAMBARA;-8.04989;-78.16838;1;0;1;1;1;0;0
QUILLAPAMPA;-8.06603;-78.16181;1;1;1;1;1;0;0
KAUNAPE;-8.06709;-78.17932;1;0;1;1;1;0;0
CHACOMAS;-8.09506;-78.17427;1;1;1;1;1;0;0
TRES CRUCES;-8.01763;-78.29953;1;0;1;1;1;0;0
SANTA CRUZ DE CHUCA;-8.12012;-78.14234;0;1;0;0;0;0;0
COCHAPAMPA;-8.1117;-78.13587;0;1;0;0;0;0;0
CHOROBAL;-8.1263;-78.14677;1;1;1;1;1;0;0
CASCAS;-7.479475383;-78.8194301;1;1;1;1;1;1;0
NONDON;-7.42863535;-78.79325224;0;1;0;0;0;0;0
LAPALEN;-7.4658;-78.84576;1;0;1;1;1;0;0
EL ZAPOTE;-7.47747;-78.81112;0;1;0;0;0;0;0
BELLAVISTA;-7.48315;-78.81363;1;1;1;1;1;0;0
PAMPA DE SAN ISIDRO;-7.48605;-78.82447;1;1;1;1;1;0;0
PUENTE PIEDRA;-7.48279;-78.82616;1;1;1;1;1;0;0
LA CIENEGA;-7.47907;-78.83868;1;1;1;1;1;1;1
PAMPA LARGA;-7.47643;-78.84361;1;1;1;1;1;0;0
LEPENIQUE;-7.48602;-78.85431;1;0;1;1;1;0;0
CERRO COLORADO;-7.49288;-78.83273;1;1;1;1;1;0;0
PAMPAS DE CASCAS;-7.49583;-78.81923;1;0;1;1;1;0;0
CHUCHALAC;-7.49963;-78.83086;1;1;1;1;1;0;0
EL COLLACATE;-7.50579;-78.818;1;0;1;1;1;0;0
LA CONSTANCIA;-7.50977;-78.78596;0;1;0;0;0;0;0
CHEPATE BAJO;-7.51444;-78.79585;1;1;1;1;1;0;0
EL ENFRIADERO;-7.51177;-78.81962;1;1;1;1;1;0;0
LUPUDEN;-7.51381;-78.81975;1;1;1;1;1;0;0
TIERRAS DE CRISTO;-7.52116;-78.81602;1;1;1;1;1;0;0
OCHAPE ALTO;-7.526303333;-78.795475;1;1;1;1;1;0;0
OCHAPE BAJO;-7.53156;-78.79809;1;0;1;1;1;0;0
PALMIRA;-7.53439;-78.80514;1;0;1;1;1;0;0
LA ENCA�ADA;-7.53545;-78.79826;1;0;1;1;1;1;0
LA PAMPA;-7.557705;-78.68090167;1;0;1;1;1;0;0
PUQUIO;-7.56703;-78.68163;1;0;1;1;1;0;0
LA COMPUERTA;-7.57025;-78.68704;1;0;1;1;1;0;0
EL SALITRE;-7.57232;-78.68417;1;0;1;1;1;0;0
MOLINO TAMBO;-7.58;-78.69386;1;1;1;1;1;1;1
EL POZO;-7.57097;-78.70251;1;0;1;1;1;0;0
PAYANIQUE;-7.54907;-78.76933;1;0;1;1;1;0;0
COJITAMBO;-7.56475;-78.80513;1;0;1;1;1;0;0
EL SAUSALITO;-7.55917;-78.81156;1;0;1;1;1;0;0
CRUCE;-7.56503;-78.80544;1;0;1;1;1;0;0
PUENTE OCHAPE;-7.5732;-78.81305;1;0;1;1;1;0;0
EL HECHIDEN;-7.433976667;-78.77511667;0;1;0;0;0;0;0
LOS CULENES;-7.426686667;-78.75782;0;1;0;0;0;0;0
EL PILANCON;-7.42810685;-78.75562311;0;1;0;0;0;0;0
CORRAL GRANDE;-7.43311273;-78.75801911;0;1;0;0;0;0;0
EL PALACIO;-7.46941;-78.75226333;0;1;0;0;0;0;0
LA BANDA;-7.4722;-78.82042;1;1;1;1;1;0;0
ZAPOTAL;-7.5301;-78.79609;1;0;1;1;1;0;0
EL GUAYABO;-7.48376;-78.82392;1;1;1;1;1;0;0
LA CAPILLA;-7.49058;-78.81821;1;1;1;1;1;0;0
PALOSANTO;-7.502993333;-78.81129667;1;0;1;1;1;0;0
CHILE;-7.58549;-78.68359;1;0;1;1;1;0;0
CHUQUILLANQUI;-7.58102;-78.67404;1;0;1;1;1;0;0
PEDREGAL;-7.588033;-78.675198;1;0;1;1;1;0;0
POTRERILLO;-7.58579;-78.692952;1;0;1;1;1;0;0
PANAMA;-7.577691667;-78.70816833;1;0;1;1;1;0;0
CERRO NEGRO;-7.59756;-78.69210167;1;0;1;1;1;0;0
VIRU;-8.414315071;-78.75219813;1;1;1;1;1;2;1
QUENETO;-8.36727;-78.72978;1;0;1;1;1;0;0
TOMABAL;-8.356336284;-78.72053438;1;0;1;1;1;1;0
SUSANGA;-8.37327;-78.63848;1;1;1;1;1;1;1
HUACAPONGO;-8.373789205;-78.65281336;1;0;1;1;1;0;0
EL NI�O;-8.38026;-78.67867;1;0;1;1;1;1;0
ZARAQUE;-8.38744;-78.72472;1;0;1;1;1;0;0
SAN NICOLAS;-8.374428399;-78.70076239;1;0;1;1;1;0;0
SAN JUAN;-8.374225902;-78.7284251;1;0;1;1;1;0;0
CAMPI�A PACORA;-8.40276;-78.7336;1;0;1;1;1;0;0
EL SOCORRO;-8.40578407;-78.73501233;1;0;1;1;1;0;0
SAN IDELFONSO;-8.401516969;-78.78043371;1;1;1;1;1;0;0
CHANQUIN BAJO;-8.41929;-78.78595;1;1;1;1;1;0;0
CALIFORNIA;-8.40937;-78.80815;1;1;1;1;1;1;1
VICTOR RAUL;-8.40513444;-78.82271516;1;1;1;1;1;0;0
BALDEMAR;-8.40641;-78.82444;1;1;1;1;1;0;0
FRONTON ALTO;-8.4132;-78.83985;1;1;1;1;1;0;0
PUERTO MORIN;-8.40319;-78.8959;1;0;1;1;1;1;0
FRONTON BAJO;-8.41574;-78.85773;1;0;1;1;1;0;0
SANTA ELENA;-8.43178;-78.83227;1;0;1;1;1;0;0
CALUNGA;-8.42126;-78.81219;0;1;0;0;0;0;0
SANTA MARIA;-8.4151339;-78.79095;1;1;1;1;1;0;0
PUENTE VIRU;-8.422335717;-78.7804434;1;1;1;1;1;1;1
RAMAL CARTAVIO;-8.431602052;-78.79728028;1;1;1;1;1;0;0
SAUSALITO;-8.445546375;-78.83661448;1;0;1;1;1;0;0
EL CORREGIDOR;-8.44109;-78.79052;1;0;1;1;1;0;0
HUANCACO;-8.44134;-78.8026;0;1;0;0;0;0;0
SAN JOSE;-8.448946286;-78.7359891;1;0;1;1;1;1;0
HUACA LARGA;-8.44192;-78.764;1;0;1;1;1;0;0
HUANCAQUITO ALTO;-8.447656268;-78.81849152;1;0;1;1;1;1;0
CERRITO PI�A;-8.46298706;-78.83050302;1;0;1;1;1;0;0
CARLOS PIMENTEL;-8.44267;-78.86257;1;1;1;1;1;0;0
EL CARMELO;-8.46673427;-78.86777956;1;1;1;1;1;1;1
LOS LAURELES;-8.467389728;-78.85626155;1;1;1;1;1;0;0
HUANCAQUITO BAJO;-8.467595377;-78.84587784;1;1;1;1;1;0;0
COMPOSITAN;-8.49845;-78.84546;1;0;1;1;1;0;0
LAS GAVIOTAS;-8.49358;-78.86145;1;0;1;1;1;0;0
VINZOS;-8.389380912;-78.67002177;1;0;1;1;1;0;0
SANTA CECILIA;-8.43455;-78.85626;1;1;1;1;1;0;0
CAMPO NUEVO;-8.454029976;-78.85323999;1;1;1;1;1;0;0
HUACAPONGO RURAL;-8.36753;-78.65584;1;0;1;1;1;0;0
CAMPI�A CHEQUEPE;-8.425002705;-78.74025427;1;0;1;1;1;0;0
CAMPI�A CHOLOQUE;-8.421865553;-78.7576846;1;0;1;1;1;0;0
PORVENIR LA CA�A;-8.415679779;-78.77234964;1;1;1;1;1;0;0
SAN JOSE RURAL;-8.441881585;-78.73206797;1;0;1;1;1;0;0
EL CARMELO RURAL;-8.46961464;-78.8525145;1;1;1;1;1;0;0
PORTADA DE HUANCACO;-8.432260747;-78.77546689;1;0;1;1;1;1;0
PAMPAS DEL GALLINAZO;-8.446559829;-78.8870703;1;0;1;1;1;0;0
LIMA;-8.4285;-78.74656;1;0;1;1;1;0;0
CAMPO 3;-8.43407;-78.80389;1;1;1;1;1;0;0
RAMAL CHUQUIL;-8.443163594;-78.77418608;1;0;1;1;1;0;0
CHAO;-8.539078751;-78.67902422;1;1;1;1;1;2;1
PAMPA COLORADA;-8.463143612;-78.57212484;1;0;1;1;1;0;0
BUENA VISTA;-8.479573715;-78.63264259;1;0;1;1;1;1;0
PALERMO;-8.485891758;-78.62816915;1;0;1;1;1;0;0
EL PORVENIR;-8.48960678;-78.60934263;1;0;1;1;1;0;0
SAN ROBERTO ALTO;-8.50042;-78.65075;1;0;1;1;1;0;0
EL LUNAR;-8.4998833;-78.65073;1;0;1;1;1;0;0
SAN CARLOS ALTO;-8.50897;-78.63079;1;0;1;1;1;0;0
SANTA RITA BAJA;-8.591968545;-78.70016803;1;0;1;1;1;0;0
EL INCA;-8.510446322;-78.65180074;1;0;1;1;1;1;0
EL ROSARIO;-8.566459697;-78.68190041;1;1;1;1;1;0;0
NUEVO CHAO;-8.512470518;-78.68017393;1;1;1;1;1;2;2
EL TIZAL;-8.574526019;-78.71388245;1;0;1;1;1;0;0
CERRITO;-8.60662;-78.71941;1;0;1;1;1;0;0
LARAMIE;-8.601739742;-78.7216176;1;0;1;1;1;0;0
EL PROGRESO;-8.490307102;-78.64346744;1;0;1;1;1;0;0
EL LUNAR BAJO;-8.50921;-78.65934;1;0;1;1;1;0;0
EL CHE;-8.556223697;-78.70362484;1;0;1;1;1;0;0
SANTA ENRIQUETA;-8.55461;-78.6947;1;1;1;1;1;0;0
EL CHOLOQUE;-8.55806;-78.69765;1;1;1;1;1;0;0
EL ICHU;-8.56741;-78.70683;1;0;1;1;1;0;0
PAMPAS DEL TIZAL;-8.54771;-78.71296;1;0;1;1;1;0;0
SAN CARLOS BAJO;-8.52516;-78.65934;1;1;1;1;1;0;0
SAN ALBERTO;-8.56901;-78.69847;1;1;1;1;1;0;0
SECTOR CORONADO;-8.53146;-78.68192;1;1;1;1;1;0;0
GUADALUPITO;-8.951184867;-78.62483524;1;1;1;1;1;0;0
NUEVA ESPERANZA (BELLO HORIZONTE);-8.9299887;-78.63044;1;1;1;1;1;0;0
CAMPO NUEVO;-8.93652;-78.63376;0;1;0;0;0;0;0
CASUARINAS;-8.921091667;-78.64522333;1;0;1;1;1;0;0
PAMPAS DE DIOS;-8.94342;-78.61302;1;1;1;1;1;0;0
PAMPAS DE DIOS (SAN JUANITO);-8.94636;-78.60996;1;1;1;1;1;0;0
EL INCAICO-PAMPAS DE DIOS;-8.94444;-78.61736;1;1;1;1;1;0;0
PRIMERO DE MAYO;-8.947495;-78.63437333;1;1;1;1;1;0;0
GUADALUPITO ALTO;-8.95436;-78.62948;1;1;1;1;1;0;0
SAN IGNACIO;-8.96137;-78.63039;1;1;1;1;1;0;0
BELLO HORIZONTE;-8.9409;-78.62734;1;1;1;1;1;1;1
GEMA;-8.93289;-78.64189;1;1;1;1;1;0;0
ENTRE CERROS;-8.943195;-78.64126667;1;1;1;1;1;0;0
LA BOCANA;-8.95789;-78.63968;1;1;1;1;1;0;0
LA SALINERA;-8.92068;-78.63163;1;1;1;1;1;0;0
EL PALMO;-8.13242;-79.01;0;1;1;1;1;4;6
EX FUNDO LARREA;-8.13585;-79.01;0;1;1;1;1;1;3
HUANCHACO;-8.084058724;-79.1;0;1;1;1;1;4;9
EL CAMPANARIO;-8.00331;-79.07489;0;1;1;1;1;2;2
EL TABLAZO;-8.07866;-79.1;0;1;1;1;1;1;3
HUANCHAQUITO ALTO;-8.092972892;-79.1;0;1;1;1;1;3;4
SANTA MARIA;-8.0938;-79.061;0;1;1;1;1;0;0
VILLA CHAN CHAN;-8.09759;-79.0921;0;1;1;1;1;0;0
CERRITO DE LA VIRGEN;-8.06579;-79.1;1;0;1;1;1;0;0
BELLO HORIZONTE;-8.058873936;-78.8591;0;1;1;1;1;3;4
QUIRIHUAC ALTO (QUIRIHUAC NUEVO);-8.065833297;-78.861;0;1;1;1;1;0;0
QUIRIHUAC II;-8.0847;-78.871;1;0;1;1;1;0;0
